"","ninter","nintra","nfdr21","nfdr27","nfdr31","nfdr34","nfdr37","nfdr41","nfdr47","nfdr51","nfdr57","nfdr61","nfdr67","nfdr71","nfdr77","nfdr81","nfdr87","nfdrothers","meancohfdr21","meancohfdr27","meancohfdr31","meancohfdr34","meancohfdr37","meancohfdr41","meancohfdr47","meancohfdr51","meancohfdr57","meancohfdr61","meancohfdr67","meancohfdr71","meancohfdr77","meancohfdr81","meancohfdr87","meancohfdrothers","ptintra","ptinter","pt21","pt27","pt31","pt34","pt37","pt41","pt47","pt51","pt57","pt61","pt67","pt71","pt77","pt81","pt87","meancohintra"
"179",3139,243,16,37,18,23,28,9,8,12,30,31,2,11,5,4,9,3139,0.7054340911875,0.675961140432432,0.643252876444444,0.664618567782609,0.659168672785714,0.611926074666667,0.66267306275,0.648048180666667,0.655738184866667,0.638765746806452,0.6434359065,0.646266054727273,0.6179452082,0.649587801,0.654159814333333,0.65823985625677,0.544720914593141,0.569612902757514,0.60882800608828,0.501287088470397,0.459652706843718,0.875190258751902,0.627099664053751,0.407055630936228,0.772946859903382,0.496894409937888,0.549450549450549,0.567765567765568,0.56980056980057,0.294039026998129,0.553709856035437,0.539811066126856,0.705882352941177,0.651798758876651
"180",3116,266,14,45,24,9,25,15,5,15,33,42,3,19,4,3,10,3116,0.660707111142857,0.641503241577778,0.665600042791667,0.671133753333333,0.66262882568,0.649442332133333,0.6100365962,0.6910114032,0.662437082969697,0.67173431847619,0.653238342333333,0.653471498263158,0.70427517875,0.672085743,0.6700145828,0.657903437380937,0.596278861241874,0.565439249758654,0.532724505327245,0.60967348597751,0.612870275791624,0.342465753424658,0.559910414333707,0.67842605156038,0.483091787439614,0.62111801242236,0.604395604395604,0.769230769230769,0.854700854700855,0.507885592087677,0.44296788482835,0.404858299595142,0.784313725490196,0.662621336843423
"181",3148,234,11,38,21,11,20,13,7,13,26,35,0,28,4,3,4,3148,0.645487407181818,0.668227049315789,0.674421566285714,0.695211622454545,0.66409947675,0.643049874307692,0.605451718714286,0.653712293769231,0.644825791153846,0.649922366542857,NA,0.665294276535714,0.65032820225,0.64336253,0.61051140525,0.658217517198539,0.524546065904506,0.571246071322286,0.418569254185693,0.514835388158786,0.536261491317671,0.418569254185693,0.447928331466965,0.587969244685663,0.676328502415459,0.538302277432712,0.476190476190476,0.641025641025641,0,0.748462977813419,0.44296788482835,0.404858299595142,0.313725490196078,0.650993255750821
"182",3130,252,14,46,22,18,27,10,6,19,29,24,2,18,3,6,8,3130,0.685958634785714,0.665260425891304,0.649818231590909,0.6571344485,0.666501712518519,0.6920867178,0.6727109585,0.648185731684211,0.646216613172414,0.627396076166667,0.7248662275,0.632377065555556,0.642630586333333,0.7127084385,0.64492419575,0.658234038412141,0.564895763281775,0.567979734192743,0.532724505327245,0.623221785665899,0.561797752808989,0.684931506849315,0.604703247480403,0.452284034373587,0.579710144927536,0.786749482401656,0.531135531135531,0.43956043956044,0.56980056980057,0.481154771451484,0.332225913621262,0.809716599190283,0.627450980392157,0.664585070949908
"183",3137,245,13,41,16,16,31,17,7,5,29,37,0,16,5,3,9,3137,0.694383588384615,0.656949925756098,0.6606275699375,0.64801809475,0.665969178709677,0.656864167764706,0.676970541714286,0.6845282114,0.631569804482759,0.659326226945946,NA,0.6592157614375,0.680865335,0.684933044333333,0.659190356777778,0.658062190862608,0.549204214301726,0.569249976409787,0.494672754946728,0.555480287223953,0.408580183861083,0.60882800608828,0.694288913773796,0.768882858435097,0.676328502415459,0.20703933747412,0.531135531135531,0.677655677655678,0,0.427693130179096,0.553709856035437,0.404858299595142,0.705882352941177,0.665672271956728
"184",3136,246,19,34,25,17,27,7,3,7,35,26,3,24,6,5,8,3136,0.638590662842105,0.640832003529412,0.67356533292,0.655420189941176,0.672611660518519,0.66488133,0.711578935,0.651922245285714,0.689395454285714,0.652877014576923,0.642634617333333,0.65731013425,0.672735956,0.6555868754,0.660203786,0.657858985478316,0.551445864156019,0.569068513235924,0.722983257229832,0.46064218940523,0.638406537282942,0.646879756468798,0.604703247480403,0.316598824061511,0.289855072463768,0.289855072463768,0.641025641025641,0.476190476190476,0.854700854700855,0.641539695268645,0.664451827242525,0.67476383265857,0.627450980392157,0.662676413192193
"185",3129,253,14,35,26,19,29,17,3,16,27,25,3,24,3,7,5,3129,0.622826902928571,0.656762928257143,0.6608366465,0.681650476578947,0.627551019655172,0.668549044235294,0.709452217333333,0.6854967116875,0.654940194296296,0.669278687,0.675393202333333,0.661088339625,0.627206542333333,0.660778617285714,0.7322338964,0.658002081553851,0.567137413136068,0.567798271018879,0.532724505327245,0.474190489093619,0.663942798774259,0.722983257229832,0.6494960806271,0.768882858435097,0.289855072463768,0.662525879917184,0.494505494505494,0.457875457875458,0.854700854700855,0.641539695268645,0.332225913621262,0.944669365721997,0.392156862745098,0.666269695096643
"186",3117,265,15,52,33,16,20,10,6,9,32,27,3,28,4,2,8,3117,0.651793909866667,0.678551188596154,0.643705044393939,0.6569535240625,0.6397567439,0.6474971729,0.678963325333333,0.663595093444444,0.65751857240625,0.660540738407407,0.627815440333333,0.702576468178571,0.70419460425,0.6571474955,0.693014893625,0.657564036958614,0.594037211387581,0.565620712932517,0.570776255707762,0.704511583796234,0.842696629213483,0.60882800608828,0.447928331466965,0.452284034373587,0.579710144927536,0.372670807453416,0.586080586080586,0.494505494505494,0.854700854700855,0.748462977813419,0.44296788482835,0.269905533063428,0.627450980392157,0.664241614346507
"187",3165,217,14,37,17,9,23,8,4,14,31,29,0,21,3,5,2,3165,0.630382520857143,0.654951495702703,0.659216980176471,0.695931718111111,0.663987110521739,0.669219304125,0.71164527425,0.676584876785714,0.656564693774194,0.632060849448276,NA,0.64536897847619,0.692805128666667,0.6446113688,0.5754736105,0.658358013554502,0.486438018381529,0.574330945277965,0.532724505327245,0.501287088470397,0.4341164453524,0.342465753424658,0.51511758118701,0.361827227498869,0.386473429951691,0.579710144927536,0.567765567765568,0.531135531135531,0,0.561347233360064,0.332225913621262,0.67476383265857,0.156862745098039,0.657771707871086
"188",3121,261,12,44,27,13,26,18,6,15,27,27,0,32,7,2,5,3121,0.66980306525,0.64398337675,0.65296244437037,0.653352013769231,0.642383790346154,0.662128973611111,0.655751785333333,0.6720794268,0.66564840137037,0.671613677,NA,0.65399652053125,0.671500409714286,0.657101278,0.6631983112,0.658240077432874,0.58507061197041,0.566346565627971,0.45662100456621,0.596125186289121,0.689479060265577,0.494672754946728,0.582306830907055,0.814111261872456,0.579710144927536,0.62111801242236,0.494505494505494,0.494505494505494,0,0.855386260358193,0.775193798449612,0.269905533063428,0.392156862745098,0.659678819574722
"189",3135,247,13,37,22,17,28,17,6,13,34,34,4,12,5,0,5,3135,0.687891518076923,0.651849369567568,0.668508288681818,0.637183351529412,0.646587206428571,0.651784302294118,0.652962838666667,0.655780720461538,0.645328890058824,0.654694384911765,0.6995109935,0.641390567166667,0.6536996278,NA,0.6206382974,0.658554763744179,0.553687514010312,0.56888705006206,0.494672754946728,0.501287088470397,0.561797752808989,0.646879756468798,0.627099664053751,0.768882858435097,0.579710144927536,0.538302277432712,0.622710622710623,0.622710622710623,1.13960113960114,0.320769847634322,0.553709856035437,0,0.392156862745098,0.654843596895991
"190",3129,253,21,34,20,22,35,6,5,11,31,41,1,13,3,5,5,3129,0.664206233809524,0.647222829852941,0.63745635035,0.673856922318182,0.640725513657143,0.674813403666667,0.6408861474,0.653396668272727,0.665826045451613,0.674525278365854,0.694198264,0.642160672307692,0.636277329,0.6552652854,0.6824734306,0.658208533985938,0.567137413136068,0.567798271018879,0.799086757990868,0.46064218940523,0.510725229826353,0.837138508371385,0.783874580067189,0.271370420624152,0.483091787439614,0.455486542443064,0.567765567765568,0.750915750915751,0.284900284900285,0.347500668270516,0.332225913621262,0.67476383265857,0.392156862745098,0.658886024963489
"191",3139,243,21,38,21,16,24,8,6,10,34,32,0,22,3,5,3,3139,0.653337394047619,0.658074320921053,0.628413617666667,0.6409757604375,0.666993899958333,0.671552390875,0.671439698666667,0.6753227192,0.642835792764706,0.67351118965625,NA,0.655855199863636,0.728224468333333,0.6660019224,0.688627902666667,0.658204814043645,0.544720914593141,0.569612902757514,0.799086757990868,0.514835388158786,0.536261491317671,0.60882800608828,0.537513997760358,0.361827227498869,0.579710144927536,0.41407867494824,0.622710622710623,0.586080586080586,0,0.588078053996258,0.332225913621262,0.67476383265857,0.235294117647059,0.665797591246959
"192",3156,226,13,25,21,16,27,12,3,12,30,24,2,26,2,5,8,3156,0.651160942384615,0.66374393444,0.660691742380952,0.666627564125,0.672753102518518,0.65425450925,0.657740734666667,0.67202608525,0.6192459122,0.6540239025,0.7356480705,0.666813159846154,0.599316265,0.6923566872,0.653591420375,0.658187799480355,0.506612867070164,0.572697776713194,0.494672754946728,0.338707492209728,0.536261491317671,0.60882800608828,0.604703247480403,0.542740841248304,0.289855072463768,0.496894409937888,0.549450549450549,0.43956043956044,0.56980056980057,0.695001336541032,0.221483942414175,0.67476383265857,0.627450980392157,0.661332935509127
"193",3114,268,15,51,31,11,29,17,3,17,33,28,2,21,2,1,7,3114,0.663308192666667,0.660955478490196,0.658865353483871,0.622999973090909,0.641952930896552,0.680791450529412,0.722240892333333,0.665162977294118,0.667883791,0.667028358107143,0.7446143735,0.631996697809524,0.5746275405,0.59002827,0.678185809,0.658092148265896,0.60076216095046,0.565076323410927,0.570776255707762,0.690963284107844,0.791624106230848,0.418569254185693,0.6494960806271,0.768882858435097,0.289855072463768,0.703933747412008,0.604395604395604,0.512820512820513,0.56980056980057,0.561347233360064,0.221483942414175,0.134952766531714,0.549019607843137,0.658042805913448
"194",3153,229,12,38,17,10,22,6,2,21,34,23,1,28,6,4,5,3153,0.63938842625,0.663368757263158,0.679084595,0.6195339583,0.663672150318182,0.663876789666667,0.565691513,0.636234583809524,0.668131133117647,0.645893075869565,0.606736482,0.656356942964286,0.618751297333333,0.681506149,0.590144699,0.658490839896924,0.513337816633042,0.572153387191603,0.45662100456621,0.514835388158786,0.4341164453524,0.380517503805175,0.492721164613662,0.271370420624152,0.193236714975845,0.869565217391304,0.622710622710623,0.421245421245421,0.284900284900285,0.748462977813419,0.664451827242525,0.539811066126856,0.392156862745098,0.639891370192824
"195",3136,246,9,38,25,20,17,12,6,13,37,35,1,22,5,1,5,3136,0.651345824111111,0.661033408368421,0.65658202424,0.66102462755,0.662508911411765,0.62017479975,0.629744870166667,0.646594401923077,0.657823261621622,0.642252983285714,0.617472606,0.644251502954545,0.718757406,0.574511898,0.6856570692,0.658530974960778,0.551445864156019,0.569068513235924,0.342465753424658,0.514835388158786,0.638406537282942,0.76103500761035,0.380739081746921,0.542740841248304,0.579710144927536,0.538302277432712,0.677655677655678,0.641025641025641,0.284900284900285,0.588078053996258,0.553709856035437,0.134952766531714,0.392156862745098,0.648649039638861
"196",3096,286,18,45,37,19,24,17,4,17,30,26,2,30,6,6,5,3096,0.6580423915,0.652803973377778,0.669082454702703,0.635126714631579,0.679644506083333,0.639282776411765,0.600477883,0.641503540647059,0.6538690538,0.658730619846154,0.707887602,0.662372613,0.648685429,0.670127384666667,0.7050331408,0.658225194417636,0.641111858327729,0.561809986281384,0.684931506849315,0.60967348597751,0.944841675178754,0.722983257229832,0.537513997760358,0.768882858435097,0.386473429951691,0.703933747412008,0.549450549450549,0.476190476190476,0.56980056980057,0.801924619085806,0.664451827242525,0.809716599190283,0.392156862745098,0.658844672231136
"197",3114,268,15,51,23,15,36,13,4,11,30,31,1,21,6,2,9,3114,0.6480681922,0.672244125941176,0.653063108521739,0.6627221898,0.645719886055556,0.660322398769231,0.6407644535,0.650523746818182,0.690381934966667,0.660977744903226,0.747090433,0.677580461380952,0.657444003333333,0.716237523,0.651686605888889,0.657652011112396,0.60076216095046,0.565076323410927,0.570776255707762,0.690963284107844,0.587334014300306,0.570776255707762,0.806270996640538,0.587969244685663,0.386473429951691,0.455486542443064,0.549450549450549,0.567765567765568,0.284900284900285,0.561347233360064,0.664451827242525,0.269905533063428,0.705882352941177,0.66898845387193
"198",3123,259,12,35,19,25,28,14,3,16,30,28,5,29,7,2,6,3123,0.641439344166667,0.677364196657143,0.662014151210526,0.65793206844,0.6779868525,0.653815360857143,0.606640527333333,0.620003186,0.658176090333333,0.662996741571429,0.5959412504,0.649246074275862,0.669496179714286,0.67116231,0.593435943333333,0.658293101713417,0.580587312261825,0.566709491975698,0.45662100456621,0.474190489093619,0.485188968335036,0.951293759512938,0.627099664053751,0.633197648123021,0.289855072463768,0.662525879917184,0.549450549450549,0.512820512820513,1.42450142450142,0.775193798449612,0.775193798449612,0.269905533063428,0.470588235294118,0.64651001845287
"199",3157,225,13,39,24,16,30,2,6,15,24,31,1,15,2,3,4,3157,0.678961059615385,0.657631616846154,0.680724657708333,0.680572097125,0.672365872866667,0.63103576,0.645239931666667,0.696662306266667,0.635173415208333,0.635498680806452,0.442415587,0.659542956,0.6050301935,0.703960669,0.7183305515,0.657882126540386,0.504371217215871,0.572879239887057,0.494672754946728,0.528383687847175,0.612870275791624,0.60882800608828,0.671892497200448,0.0904568068747173,0.579710144927536,0.62111801242236,0.43956043956044,0.567765567765568,0.284900284900285,0.400962309542903,0.221483942414175,0.404858299595142,0.313725490196078,0.649543023673977
"200",3146,236,12,50,24,12,16,13,8,10,22,26,1,25,4,6,7,3146,0.681525896833333,0.66237351856,0.673176080041667,0.681289064833333,0.6324915198125,0.653330428076923,0.65710631525,0.6036906008,0.644378515954545,0.640407362076923,0.781876203,0.6397189038,0.644973621,0.638822300666667,0.664716417428571,0.658506422305149,0.529029365613091,0.570883144974559,0.45662100456621,0.677414984419455,0.612870275791624,0.45662100456621,0.358342665173572,0.587969244685663,0.772946859903382,0.41407867494824,0.402930402930403,0.476190476190476,0.284900284900285,0.668270515904838,0.44296788482835,0.809716599190283,0.549019607843137,0.659991783208964
"201",3096,286,16,41,27,13,28,10,10,18,45,41,3,20,3,5,6,3096,0.6415086043125,0.65393734995122,0.645091356962963,0.675292752461538,0.646962047392857,0.672597617,0.6523438989,0.673197907277778,0.661467720044444,0.650879044829268,0.646143022666667,0.6551366221,0.704699264,0.6232631946,0.625307856666667,0.658473884443475,0.641111858327729,0.561809986281384,0.60882800608828,0.555480287223953,0.689479060265577,0.494672754946728,0.627099664053751,0.452284034373587,0.966183574879227,0.745341614906832,0.824175824175824,0.750915750915751,0.854700854700855,0.534616412723871,0.332225913621262,0.67476383265857,0.470588235294118,0.65518855061106
"202",3115,267,9,41,32,14,24,17,9,11,32,41,2,15,5,8,7,3115,0.659451442,0.653695547268293,0.65807074790625,0.647637086285714,0.6579253265,0.658039725117647,0.666108159777778,0.664624564454545,0.641673386125,0.656126778829268,0.674806233,0.686749495133333,0.6828230184,0.649019638125,0.606023609714286,0.65835822925618,0.598520511096167,0.56525778658479,0.342465753424658,0.555480287223953,0.817160367722165,0.532724505327245,0.537513997760358,0.768882858435097,0.869565217391304,0.455486542443064,0.586080586080586,0.750915750915751,0.56980056980057,0.400962309542903,0.553709856035437,1.07962213225371,0.549019607843137,0.657518317242474
"203",3138,244,12,31,25,14,23,7,7,16,32,31,0,29,8,3,6,3138,0.696941912583333,0.653492340612903,0.66002808296,0.659274210857143,0.643574079391304,0.658089055857143,0.667784794714286,0.6715264478125,0.6646424079375,0.659165746967742,NA,0.674098893586207,0.630941982,0.721372066333333,0.688699452,0.657772195912683,0.546962564447433,0.569431439583651,0.45662100456621,0.419997290340062,0.638406537282942,0.532724505327245,0.51511758118701,0.316598824061511,0.676328502415459,0.662525879917184,0.586080586080586,0.567765567765568,0,0.775193798449612,0.8859357696567,0.404858299595142,0.470588235294118,0.667830819543814
"204",3118,264,19,48,15,20,23,14,10,14,34,28,2,24,5,1,7,3118,0.665107262105263,0.658139968770833,0.6298013946,0.66489835025,0.678475418043478,0.650247433857143,0.6651597867,0.651203539571429,0.650546832705882,0.648166571178571,0.6660992805,0.694540212875,0.6770478554,0.632335032,0.661634709285714,0.657952977992944,0.591795561533288,0.565802176106381,0.722983257229832,0.650318385042677,0.383043922369765,0.76103500761035,0.51511758118701,0.633197648123021,0.966183574879227,0.579710144927536,0.622710622710623,0.512820512820513,0.56980056980057,0.641539695268645,0.553709856035437,0.134952766531714,0.549019607843137,0.659560243189554
"205",3138,244,10,33,15,19,29,15,3,17,36,32,1,19,6,2,7,3138,0.6474199362,0.656891238393939,0.652397685933333,0.668848599736842,0.663083675586207,0.654742938266667,0.693030586666667,0.624326306176471,0.643043610861111,0.66795117909375,0.59891187,0.657887881263158,0.684567536833333,0.646261042,0.677963185428571,0.658287777457935,0.546962564447433,0.569431439583651,0.380517503805175,0.447093889716841,0.383043922369765,0.722983257229832,0.6494960806271,0.67842605156038,0.289855072463768,0.703933747412008,0.659340659340659,0.586080586080586,0.284900284900285,0.507885592087677,0.664451827242525,0.269905533063428,0.549019607843137,0.65582181816267
"206",3121,261,17,39,26,17,19,15,7,12,28,37,1,27,5,4,7,3121,0.623397597411765,0.662387992948718,0.660460298923077,0.641413229176471,0.670220657736842,0.627362123733333,0.656547422571429,0.619640287583333,0.669384419964286,0.657518997891892,0.711363564,0.662133972222222,0.6379918956,0.65002901475,0.673178535571429,0.658448932090356,0.58507061197041,0.566346565627971,0.646879756468798,0.528383687847175,0.663942798774259,0.646879756468798,0.425531914893617,0.67842605156038,0.676328502415459,0.496894409937888,0.512820512820513,0.677655677655678,0.284900284900285,0.721732157177225,0.553709856035437,0.539811066126856,0.549019607843137,0.654868667338986
"207",3124,258,13,52,21,12,27,16,6,11,26,29,3,23,6,4,9,3124,0.667855776230769,0.680175323538462,0.664240512857143,0.67328978625,0.660222457111111,0.641479361375,0.627272697833333,0.684184368181818,0.668265535423077,0.647279314689655,0.6022201,0.657027730608696,0.7021931265,0.585266611,0.649580551777778,0.657791469380602,0.578345662407532,0.566890955149562,0.494672754946728,0.704511583796234,0.536261491317671,0.45662100456621,0.604703247480403,0.723654454997739,0.579710144927536,0.455486542443064,0.476190476190476,0.531135531135531,0.854700854700855,0.614808874632451,0.664451827242525,0.539811066126856,0.705882352941177,0.654036883558456
"208",3137,245,14,38,28,14,29,13,8,6,21,36,1,17,5,5,10,3137,0.6218686145,0.670662023447368,0.666292545214286,0.671255960357143,0.658531593344828,0.641012139615385,0.673651568375,0.625608114666667,0.642657535809524,0.6504109445,0.640780173,0.660727404764706,0.625908888,0.6431726302,0.672509144,0.658333324305069,0.549204214301726,0.569249976409787,0.532724505327245,0.514835388158786,0.715015321756895,0.532724505327245,0.6494960806271,0.587969244685663,0.772946859903382,0.248447204968944,0.384615384615385,0.659340659340659,0.284900284900285,0.45442395081529,0.553709856035437,0.67476383265857,0.784313725490196,0.65100328531966
"209",3126,256,12,40,20,18,24,9,5,17,38,37,0,21,4,6,5,3126,0.65137835875,0.670436214325,0.6655782653,0.656962783777778,0.670162367333333,0.702607809555556,0.6187404856,0.650732918,0.664035192,0.659084164621622,NA,0.658467733761905,0.73534260475,0.646701963333333,0.6955150398,0.65764029703263,0.573862362698946,0.567253881497289,0.45662100456621,0.541931987535564,0.510725229826353,0.684931506849315,0.537513997760358,0.407055630936228,0.483091787439614,0.703933747412008,0.695970695970696,0.677655677655678,0,0.561347233360064,0.44296788482835,0.809716599190283,0.392156862745098,0.667553278636323
"210",3119,263,16,41,22,11,30,9,4,21,38,28,2,21,5,6,9,3119,0.65796948925,0.665112897439024,0.621383178318182,0.653513997636364,0.639722549133333,0.674382581111111,0.62273995475,0.662138500714286,0.691867914631579,0.639354660357143,0.7011626265,0.664025062619048,0.6445752732,0.646626034166667,0.686673322,0.658136821194293,0.589553911678996,0.565983639280244,0.60882800608828,0.555480287223953,0.561797752808989,0.418569254185693,0.671892497200448,0.407055630936228,0.386473429951691,0.869565217391304,0.695970695970696,0.512820512820513,0.56980056980057,0.561347233360064,0.553709856035437,0.809716599190283,0.705882352941177,0.658083202788449
"211",3113,269,27,33,26,18,23,12,6,15,30,27,1,33,4,6,8,3113,0.640817550296296,0.651380177030303,0.666078284615385,0.618153218777778,0.63711495973913,0.649960663,0.644630771166667,0.698432113533333,0.697947823166667,0.683081021740741,0.603169504,0.650201186484848,0.692863682,0.627558574,0.6635793455,0.658059007347253,0.603003810804752,0.564894860237063,1.02739726027397,0.447093889716841,0.663942798774259,0.684931506849315,0.51511758118701,0.542740841248304,0.579710144927536,0.62111801242236,0.549450549450549,0.494505494505494,0.284900284900285,0.882117080994387,0.44296788482835,0.809716599190283,0.627450980392157,0.65499792500341
"212",3115,267,13,40,17,10,32,14,7,25,35,23,3,25,10,4,9,3115,0.647111624307692,0.653259804175,0.669564642294118,0.6250288385,0.6617524023125,0.647532248142857,0.646872702714286,0.66237293076,0.675982403342857,0.659440943521739,0.654869975,0.65922584832,0.6655240988,0.70491121475,0.700746044444444,0.657883255160514,0.598520511096167,0.56525778658479,0.494672754946728,0.541931987535564,0.4341164453524,0.380517503805175,0.716685330347145,0.633197648123021,0.676328502415459,1.0351966873706,0.641025641025641,0.421245421245421,0.854700854700855,0.668270515904838,1.10741971207087,0.539811066126856,0.705882352941177,0.662279714759033
"213",3129,253,12,42,22,12,29,15,10,11,32,18,2,25,10,5,8,3129,0.643002186666667,0.634463204714286,0.637034853681818,0.634409061666667,0.653913183068966,0.676895722133333,0.7011863268,0.660364680363636,0.668025940625,0.633044652166667,0.7470952285,0.67579482428,0.6758275043,0.650888774,0.66766920425,0.658346339547459,0.567137413136068,0.567798271018879,0.45662100456621,0.569028586912342,0.561797752808989,0.45662100456621,0.6494960806271,0.67842605156038,0.966183574879227,0.455486542443064,0.586080586080586,0.32967032967033,0.56980056980057,0.668270515904838,1.10741971207087,0.67476383265857,0.627450980392157,0.663974356481136
"214",3132,250,18,45,23,19,25,18,5,10,21,29,2,18,6,3,8,3132,0.658115308888889,0.667850867133333,0.64777866973913,0.650941491631579,0.6759571922,0.682938092277778,0.6224402608,0.6559804938,0.670647612047619,0.647549761206897,0.596054037,0.689036123833333,0.673528508666667,0.589193451333333,0.68898167875,0.657744739158685,0.56041246357319,0.56834266054047,0.684931506849315,0.60967348597751,0.587334014300306,0.722983257229832,0.559910414333707,0.814111261872456,0.483091787439614,0.41407867494824,0.384615384615385,0.531135531135531,0.56980056980057,0.481154771451484,0.664451827242525,0.404858299595142,0.627450980392157,0.654466236620571
"215",3105,277,22,42,24,9,39,21,10,5,32,36,2,19,3,5,8,3105,0.681111667181818,0.692171112809524,0.637792216,0.675347063222222,0.665178942205128,0.686102722809524,0.6406029875,0.6585192568,0.65499688028125,0.634487607055556,0.6496713295,0.641144307947368,0.704491473,0.6754938482,0.661690159625,0.657748105450242,0.620937009639094,0.563443154846155,0.837138508371385,0.569028586912342,0.612870275791624,0.342465753424658,0.873460246360582,0.949796472184532,0.966183574879227,0.20703933747412,0.586080586080586,0.659340659340659,0.56980056980057,0.507885592087677,0.332225913621262,0.67476383265857,0.627450980392157,0.663920104942493
"216",3136,246,10,49,22,20,27,10,4,18,28,23,1,21,3,5,5,3136,0.6410489285,0.645383043326531,0.669058866136364,0.6609971697,0.664952458481481,0.6778876019,0.68041639325,0.666439333,0.667688950428571,0.66867310473913,0.640837181,0.615394776,0.657153544,0.6241399226,0.6727884576,0.658273516675064,0.551445864156019,0.569068513235924,0.380517503805175,0.663866684731066,0.561797752808989,0.76103500761035,0.604703247480403,0.452284034373587,0.386473429951691,0.745341614906832,0.512820512820513,0.421245421245421,0.284900284900285,0.561347233360064,0.332225913621262,0.67476383265857,0.392156862745098,0.656857315377472
"217",3130,252,12,40,22,13,29,13,4,14,39,32,3,22,1,3,5,3130,0.64812467275,0.654037665675,0.676837627909091,0.629450385461538,0.660319137689655,0.681677672230769,0.6582130865,0.687507484214286,0.66091964325641,0.67996084903125,0.605194436666667,0.629568851318182,0.635259599,0.710680550666667,0.6756102318,0.657903208325559,0.564895763281775,0.567979734192743,0.45662100456621,0.541931987535564,0.561797752808989,0.494672754946728,0.6494960806271,0.587969244685663,0.386473429951691,0.579710144927536,0.714285714285714,0.586080586080586,0.854700854700855,0.588078053996258,0.110741971207087,0.404858299595142,0.392156862745098,0.659557459611301
"218",3127,255,13,44,21,12,28,10,7,18,36,31,1,15,5,5,9,3127,0.654176559,0.656223750340909,0.672366353857143,0.655146040333333,0.648015942857143,0.6570983856,0.665577099714286,0.671954378444444,0.649719954361111,0.661362112580645,0.682639199,0.652849532733333,0.6766208448,0.6206242348,0.657853332777778,0.658222176767829,0.571620712844654,0.567435344671152,0.494672754946728,0.596125186289121,0.536261491317671,0.45662100456621,0.627099664053751,0.452284034373587,0.676328502415459,0.745341614906832,0.659340659340659,0.567765567765568,0.284900284900285,0.400962309542903,0.553709856035437,0.67476383265857,0.705882352941177,0.658815181413342
"219",3110,272,14,34,28,22,26,17,8,15,24,39,0,23,10,2,10,3110,0.644629824142857,0.657294232882353,0.6433070995,0.653926588318182,0.652493823153846,0.674461288176471,0.634856828125,0.6477676932,0.635372886958333,0.654457896128205,NA,0.652886274521739,0.6159297238,0.691191341,0.6951527682,0.658708732310289,0.609728760367631,0.564350470715473,0.532724505327245,0.46064218940523,0.715015321756895,0.837138508371385,0.582306830907055,0.768882858435097,0.772946859903382,0.62111801242236,0.43956043956044,0.714285714285714,0,0.614808874632451,1.10741971207087,0.269905533063428,0.784313725490196,0.653837733436213
"220",3112,270,15,33,31,14,29,11,3,13,41,40,1,24,7,1,7,3112,0.643242693,0.665338587606061,0.656682156903226,0.654611883071429,0.646385010034483,0.638832031181818,0.690854986,0.677627041692308,0.651115048756098,0.666247767575,0.625688606,0.641466072833333,0.571978166,0.67709963,0.626397199142857,0.658628413482326,0.605245460659045,0.5647133970632,0.570776255707762,0.447093889716841,0.791624106230848,0.532724505327245,0.6494960806271,0.497512437810945,0.289855072463768,0.538302277432712,0.750915750915751,0.732600732600733,0.284900284900285,0.641539695268645,0.775193798449612,0.134952766531714,0.549019607843137,0.648904458653107
"221",3129,253,20,46,20,17,29,11,6,12,32,28,0,17,8,1,6,3129,0.6479128117,0.668950819,0.6428414482,0.651586211647059,0.661638296103448,0.632841951,0.682399571833333,0.613274043166667,0.64108050175,0.660764066571429,NA,0.662112433176471,0.678911893375,0.70078763,0.662079201333333,0.658428164720358,0.567137413136068,0.567798271018879,0.76103500761035,0.623221785665899,0.510725229826353,0.646879756468798,0.6494960806271,0.497512437810945,0.579710144927536,0.496894409937888,0.586080586080586,0.512820512820513,0,0.45442395081529,0.8859357696567,0.134952766531714,0.470588235294118,0.657655777061196
"222",3137,245,11,27,24,11,27,12,4,10,33,27,1,41,6,4,7,3137,0.662836614454545,0.638608444518519,0.669544521708333,0.648222757090909,0.675427317851852,0.6436787495,0.6329369345,0.611963023,0.659982205515152,0.666481910222222,0.604839701,0.66009069697561,0.679085914,0.69713114375,0.657045962857143,0.658149142033153,0.549204214301726,0.569249976409787,0.418569254185693,0.365804091586506,0.612870275791624,0.418569254185693,0.604703247480403,0.542740841248304,0.386473429951691,0.41407867494824,0.604395604395604,0.494505494505494,0.284900284900285,1.09596364608393,0.664451827242525,0.539811066126856,0.549019607843137,0.653858393129619
"223",3119,263,8,46,21,27,27,10,8,14,32,31,0,18,8,4,9,3119,0.637111207875,0.647272031847826,0.660362907,0.668163272481481,0.659608449296296,0.6712057346,0.647997838,0.673560419428571,0.65466506384375,0.664395149903226,NA,0.646572161833333,0.65329396125,0.5982235125,0.700111422444444,0.658174282595704,0.589553911678996,0.565983639280244,0.30441400304414,0.623221785665899,0.536261491317671,1.02739726027397,0.604703247480403,0.452284034373587,0.772946859903382,0.579710144927536,0.586080586080586,0.567765567765568,0,0.481154771451484,0.8859357696567,0.539811066126856,0.705882352941177,0.655895938021709
